junction_id,inc_lanes,int_lanes,stake_number,route_direction,route_code,section_code
-27373,-1138#3_0 -1138#3_1 -16822#13_0 -16822#13_1,:-27373_0_0 :-27373_0_1 :-27373_2_0 :-27373_3_0 :-27373_3_1 :-27373_5_0,1637.374,upstream,G5,G0005003
-27372,-1138#2_0 -1138#2_1 -16822#12_0 -16822#12_1,:-27372_0_0 :-27372_0_1 :-27372_2_0 :-27372_3_0 :-27372_3_1 :-27372_5_0,1637.376,upstream,G5,G0005003
-26040,-756_0 -756_1,:-26040_0_0 :-26040_0_1 :-26040_2_0 :-26040_2_1,1637.441,upstream,G5,G0005003
-27371,-1138#1_0 -1138#1_1 -16822#11_0 -16822#11_1,:-27371_0_0 :-27371_0_1 :-27371_2_0 :-27371_3_0 :-27371_3_1 :-27371_5_0,1637.441,upstream,G5,G0005003
-38522,-4868_0 -4868_1,:-38522_0_0 :-38522_0_1,1637.456,upstream,G5,G0005003
-64056,-15614_0 -15614_1,:-64056_0_0 :-64056_0_1,1637.464,upstream,G5,G0005003
-27374,-1138#4_0 -1138#4_1 -16822#14_0 -16822#14_1,:-27374_0_0 :-27374_0_1 :-27374_2_0 :-27374_3_0 :-27374_3_1 :-27374_5_0,1637.464,upstream,G5,G0005003
-68330,-17244#0_0 -17244#0_1,:-68330_0_0 :-68330_0_1,1637.487,upstream,G5,G0005003
-27375,-1138#5_0 -1138#5_1 -16822#15_0 -16822#15_1,:-27375_0_0 :-27375_0_1 :-27375_2_0 :-27375_2_1,1637.488,upstream,G5,G0005003
-27370,-1138#0_0 -1138#0_1,:-27370_0_0 :-27370_0_1 :-27370_2_0,1637.491,upstream,G5,G0005003
-27369,-17244#1_0 -17244#1_1,:-27369_0_0 :-27369_0_1,1637.522,upstream,G5,G0005003
-68335,-16824#9_0 -16824#9_1,:-68335_0_0 :-68335_0_1,1637.526,upstream,G5,G0005003
-61317,-14818_0 -14818_1,:-61317_0_0 :-61317_0_1,1637.540,upstream,G5,G0005003
-26038,-7814_0 -7814_1,:-26038_0_0 :-26038_0_1,1637.554,upstream,G5,G0005003
-34833,-15612_0 -15612_1 -3510_0 -3510_1,:-34833_0_0 :-34833_0_1 :-34833_2_0 :-34833_2_1,1637.566,upstream,G5,G0005003
-48463,-8562_0 -8562_1 -13722_0 -13722_1,:-48463_0_0 :-48463_0_1 :-48463_2_0 :-48463_2_1,1637.566,downstream,G5,G0005003
J186,-7824_0 -7824_1,,1637.566,upstream,G5,G0005003
J187,,,1637.645,downstream,G5,G0005003
-46373,-7824.188_0 -7824.188_1,:-46373_0_0 :-46373_0_1 :-46373_2_0 :-46373_2_1,1637.645,downstream,G5,G0005003
-40043,-8560_0 -8560_1 -5428_0 -5428_1,:-40043_0_0 :-40043_0_1 :-40043_2_0 :-40043_2_1,1637.645,downstream,G5,G5京昆高速（绵广段）
-38887,-7758_0 -7758_1,:-38887_0_0 :-38887_0_1,1637.725,downstream,G5,G5京昆高速（绵广段）
-38888,-5012_0 -5012_1,:-38888_0_0 :-38888_0_1,1637.749,downstream,G5,G5京昆高速（绵广段）
-50006,-9106_0 -9106_1,:-50006_0_0 :-50006_0_1,1637.964,downstream,G5,G5京昆高速（绵广段）
J178,E59_0 E59_1,:J178_0_0 :J178_0_1,1638.328,downstream,G5,G5京昆高速（绵广段）
J177,E58_0 E58_1,:J177_0_0 :J177_0_1,1639.097,downstream,G5,G5京昆高速（绵广段）
-64155,-16112_0 -16112_1,:-64155_0_0 :-64155_0_1,1639.673,downstream,G5,G0005003
-45669,-9302_0 -9302_1,:-45669_0_0 :-45669_0_1,1640.652,downstream,G5,G0005003
-45671,-7552_0 -7552_1,:-45671_0_0 :-45671_0_1,1640.901,downstream,G5,G0005003
-48733,-8652_0 -8652_1,:-48733_0_0 :-48733_0_1,1642.306,downstream,G5,G0005003
-39436,-17022_0 -17022_1,:-39436_0_0 :-39436_0_1,1642.336,downstream,G5,G0005003
-29164,-2682_0 -2682_1,:-29164_0_0 :-29164_0_1,1643.080,downstream,G5,G0005003
-39440,-5206_0 -5206_1,:-39440_0_0 :-39440_1_0 :-39440_1_1,1643.578,downstream,G5,G0005003
-31957,-2522_0 -13664_0 -13664_1,:-31957_0_0 :-31957_1_0 :-31957_1_1,1644.900,upstream,G5,G5京昆高速（绵广段）
-55371,-16720_0 -16720_1,:-55371_0_0 :-55371_0_1,1645.275,upstream,G5,G5京昆高速（绵广段）
-58001,-14434_0 -14434_1 -12418_0,:-58001_0_0 :-58001_0_1 :-58001_2_0 :-58001_2_1,1645.298,upstream,G5,G5京昆高速（绵广段）
-68893,-17064_0 -17064_1 -17064_2,,1645.298,upstream,G5,G5京昆高速（绵广段）
-40755,-5690_0,:-40755_0_0,1645.298,upstream,G5,G0005003
-31951,-11410_0,:-31951_0_0 :-31951_1_0,1645.369,upstream,G5,G5京昆高速（绵广段）
-31241,-13662_0 -2312_0,:-31241_0_0 :-31241_1_0,1645.369,upstream,G5,G5京昆高速（绵广段）
-55372,-11224_0 -11224_1,:-55372_0_0 :-55372_0_1 :-55372_2_0 :-55372_2_1,1645.369,downstream,G5,G5京昆高速（绵广段）
-43502,-6666_0,:-43502_0_0,1645.369,upstream,G5,G0005003
-31952,-2520_0,:-31952_0_0,1645.369,upstream,G5,G5京昆高速（绵广段）
-35612,-3802_0 -3802_1,:-35612_0_0 :-35612_0_1 :-35612_2_0,1645.756,downstream,G5,G0005003
-35610,,,1645.756,downstream,G5,G0005003
-46648,-14834_0,:-46648_0_0,1645.756,downstream,G5,G0005003
-29182,-1690_0 -1690_1,:-29182_0_0 :-29182_1_0 :-29182_1_1,1646.959,downstream,G5,G0005003
-31240,-14440_0,:-31240_0_0,1646.959,downstream,G5,G0005003
-63189,-14830_0,:-63189_0_0,1646.959,downstream,G5,G0005003
-47324,-9910_0 -9910_1,:-47324_0_0 :-47324_0_1,1647.185,upstream,G5,G0005003
-25972,-10206_0 -10206_1,:-25972_0_0 :-25972_0_1,1647.201,upstream,G5,G0005003
-48984,-8752_0 -8752_1,:-48984_0_0 :-48984_0_1,1647.369,upstream,G5,G0005003
-51918,-15142_0 -15142_1,:-51918_0_0 :-51918_0_1,1647.416,upstream,G5,G0005003
-47325,-8188_0 -8188_1,:-47325_0_0 :-47325_0_1,1647.426,upstream,G5,G0005003
-36281,-4060_0 -4060_1,:-36281_0_0 :-36281_0_1,1647.427,upstream,G5,G0005003
-25973,-732_0 -732_1,:-25973_0_0 :-25973_0_1,1647.435,downstream,G5,G0005003
-51407,-9650_0 -14828_0 -14828_1,:-51407_0_0 :-51407_1_0 :-51407_1_1,1647.548,downstream,G5,G0005003
-42243,-6236_0,:-42243_0_0,1647.548,downstream,G5,G0005003
-47592,-14218_0 -14218_1,:-47592_0_0 :-47592_0_1,1648.778,downstream,G5,G0005003
-36761,-8280_0 -8280_1,:-36761_0_0 :-36761_0_1,1648.806,downstream,G5,G0005003
-34681,-14432_0 -14432_1 -14832_0 -14832_1,:-34681_0_0 :-34681_0_1 :-34681_2_0 :-34681_2_1,1648.860,downstream,G5,G0005003
-32377,-14642_0 -14642_1,:-32377_0_0 :-32377_1_0 :-32377_1_1,1651.897,downstream,G5,G0005003
-32399,-2660_0,:-32399_0_0,1651.897,downstream,G5,G0005003
-32380,-11600_0 -2658_0 -2658_1,:-32380_0_0 :-32380_1_0 :-32380_1_1,1652.193,downstream,G5,G0005003
-46649,-7930_0,:-46649_0_0,1652.193,downstream,G5,G0005003
-32438,-2746_0 -2746_1,:-32438_0_0 :-32438_0_1,1652.564,downstream,G5,G0005003
-34703,-3494_0 -3494_1,:-34703_0_0 :-34703_0_1,1653.531,downstream,G5,G0005003
-49378,-15416_0 -15416_1,:-49378_0_0 :-49378_0_1,1653.537,downstream,G5,G0005003
-28643,-8916_0 -8916_1,:-28643_0_0 :-28643_0_1,1654.004,downstream,G5,G0005003
-28644,-1542_0 -1542_1,:-28644_0_0 :-28644_0_1,1654.021,downstream,G5,G0005003
-49497,-8960_0 -8960_1,:-49497_0_0 :-49497_0_1,1654.523,downstream,G5,G0005003
-65365,-16928_0 -16928_1,:-65365_0_0 :-65365_0_1,1654.560,downstream,G5,G0005003
-49550,-15400_0 -15400_1,:-49550_0_0 :-49550_0_1,1654.693,downstream,G5,G0005003
-41881,-8974_0 -8974_1,:-41881_0_0 :-41881_0_1,1654.710,downstream,G5,G0005003
-56614,-11818_0 -11818_1,:-56614_0_0 :-56614_0_1,1661.593,upstream,G5,G0005003
-56364,-15048_0 -15048_1,:-56364_0_0 :-56364_0_1,1661.752,upstream,G5,G0005003
-30997,-7100_0 -2226_0 -2226_1,:-30997_0_0 :-30997_1_0 :-30997_1_1,1661.825,upstream,G5,G0005003
-30993,-2224_0,:-30993_0_0 :-30993_1_0,1662.001,upstream,G5,G0005003
-49023,-14178_0,:-49023_0_0,1662.001,upstream,G5,G0005003
-39549,-5242_0,:-39549_0_0,1662.001,upstream,G5,G0005003
-33739,-8776_0 -3182_0 -3182_1,:-33739_0_0 :-33739_1_0 :-33739_1_1,1662.001,upstream,G5,G0005003
-33160,-2952_0,:-33160_0_0,1662.001,upstream,G5,G0005003
-33146,-2950_0 -6958_0 -6958_1,:-33146_0_0 :-33146_1_0 :-33146_1_1,1662.001,upstream,G5,G0005003
-30987,-10108_0 -10108_1,:-30987_0_0 :-30987_1_0 :-30987_1_1,1662.042,upstream,G5,G0005003
-40747,-11690_0 -11690_1,:-40747_0_0 :-40747_0_1,1662.074,upstream,G5,G0005003
-52384,-14662_0 -14662_1,:-52384_0_0 :-52384_0_1,1662.076,upstream,G5,G0005003
-45843,-7622_0 -7622_1,:-45843_0_0 :-45843_1_0 :-45843_1_1,1662.083,downstream,G5,G0005003
-49972,-15970_0,:-49972_0_0 :-49972_1_0,1662.083,downstream,G5,G0005003
-44640,-15322_0,:-44640_0_0,1662.083,upstream,G5,G0005003
-51219,-9568_0,:-51219_0_0,1662.083,upstream,G5,G0005003
-47449,-8226_0,:-47449_0_0,1662.083,downstream,G5,G0005003
-40749,-15090_0 -5686_0 -5686_1,:-40749_0_0 :-40749_1_0 :-40749_1_1,1662.083,downstream,G5,G0005003
-47448,-9096_0,:-47448_0_0,1662.083,downstream,G5,G0005003
-38393,-17188_0 -17188_1,:-38393_0_0 :-38393_0_1,1662.489,upstream,G5,G0005003
-28335,-1462_0 -4832_0 -4832_1,:-28335_0_0 :-28335_1_0 :-28335_1_1,1662.518,upstream,G5,G0005003
-32257,-2610_0,:-32257_0_0,1662.519,upstream,G5,G0005003
-52267,-10050_0 -10050_1,:-52267_0_0 :-52267_0_1,1662.519,downstream,G5,G0005003
-28334,-15916_0,:-28334_0_0,1662.519,upstream,G5,G0005003
-52539,-13846_0 -13846_1,:-52539_0_0 :-52539_1_0 :-52539_1_1,1664.473,downstream,G5,G0005003
-46837,-8000_0,,1664.473,downstream,G5,G0005003
-46836,-10182_0 -8394_0,:-46836_0_0 :-46836_1_0,1664.473,downstream,G5,G0005003
-32736,-10180_0 -10180_1,:-32736_0_0 :-32736_0_1,1664.721,downstream,G5,G0005003
-32737,-2790_0 -2790_1,:-32737_0_0 :-32737_0_1,1664.779,downstream,G5,G5京昆高速（绵广段）
-45176,-13788_0 -7316_0 -7316_1,:-45176_0_0 :-45176_1_0 :-45176_1_1,1664.867,downstream,G5,G0005003
-54035,-10692_0,:-54035_0_0,1664.867,downstream,G5,G0005003
-26992,-1010_0 -4284_0 -4284_1,:-26992_0_0 :-26992_1_0 :-26992_1_1,1664.875,downstream,G5,G0005003
-32329,-2636_0,:-32329_0_0 :-32329_1_0,1664.875,downstream,G5,G0005003
-26991,-15448_0,:-26991_0_0,1664.875,downstream,G5,G0005003
-49165,-8826_0 -10090_0 -10090_1,:-49165_0_0 :-49165_1_0 :-49165_1_1,1664.875,downstream,G5,G0005003
-28085,-1366_0,:-28085_0_0,1664.875,downstream,G5,G0005003
-56459,-16368_0,:-56459_0_0,1664.875,downstream,G5,G0005003
-35949,-7348_0,:-35949_0_0,1664.875,downstream,G5,G0005003
-65392,-15422_0,:-65392_0_0,1664.875,downstream,G5,G0005003
-32321,-12610_0 -12610_1,:-32321_0_0 :-32321_1_0 :-32321_1_1,1664.875,downstream,G5,G0005003
-56462,-11726_0,:-56462_0_0,1664.875,downstream,G5,G0005003
-28084,-7346_0,:-28084_0_0,1664.875,downstream,G5,G0005003
-35950,-3926_0,:-35950_0_0,1664.875,downstream,G5,G0005003
-32324,-2634_0 -2634_1,:-32324_0_0 :-32324_0_1,1665.156,downstream,G5,G0005003
-32225,-13042_0,:-32225_0_0 :-32225_1_0,1665.169,downstream,G5,G0005003
-59452,,,1665.169,downstream,G5,G0005003
-32237,-2608_0 -6362_0 -6362_1,:-32237_0_0 :-32237_1_0 :-32237_1_1,1665.169,downstream,G5,G0005003
-38636,-4912_0 -4912_1,:-38636_0_0 :-38636_0_1,1665.173,downstream,G5,G0005003
-35531,-3774_0 -6822_0 -6822_1,:-35531_0_0 :-35531_1_0 :-35531_1_1,1665.537,downstream,G5,G0005003
-49985,-9098_0,:-49985_0_0,1665.537,downstream,G5,G0005003
-35509,-6106_0,:-35509_0_0,1665.537,downstream,G5,G0005003
-41933,-14400_0,:-41933_0_0,1665.537,downstream,G5,G0005003
-60023,-13276_0,:-60023_0_0,1665.537,downstream,G5,G0005003
-51202,-14054_0,:-51202_0_0 :-51202_1_0,1666.300,downstream,G5,G0005003
-36863,-9566_0 -8138_0 -8138_1,:-36863_0_0 :-36863_1_0 :-36863_1_1,1666.300,downstream,G5,G0005003
-27616,-1194_0 -1194_1,:-27616_0_0 :-27616_1_0 :-27616_1_1,1666.300,downstream,G5,G0005003
-36865,-4304_0 -4304_1,:-36865_0_0 :-36865_0_1,1666.436,downstream,G5,G0005003
-60644,-13518_0 -13518_1,:-60644_0_0 :-60644_0_1,1666.451,downstream,G5,G0005003
-55344,-16348_0 -16348_1,:-55344_0_0 :-55344_0_1,1666.552,downstream,G5,G0005003
-55198,-12874_0 -12874_1,:-55198_0_0 :-55198_0_1,1666.648,downstream,G5,G0005003
-46673,-14976_0 -14976_1,:-46673_0_0 :-46673_0_1,1667.430,downstream,G5,G0005003
-47874,-11204_0 -11204_1,:-47874_0_0 :-47874_1_0 :-47874_1_1,1667.852,downstream,G5,G0005003
-40008,-11126_0 -11126_1,:-40008_0_0 :-40008_1_0 :-40008_1_1,1668.113,downstream,G5,G0005003
-27697,-5406_0,:-27697_0_0,1668.113,downstream,G5,G0005003
-47896,-8396_0 -8396_1,:-47896_0_0 :-47896_0_1,1668.257,downstream,G5,G0005003
-30187,-1978_0 -5408_0 -5408_1,:-30187_0_0 :-30187_1_0 :-30187_1_1,1668.794,downstream,G5,G0005003
-39329,-5176_0 -5176_1,:-39329_0_0 :-39329_1_0 :-39329_1_1,1669.169,upstream,G5,G0005003
-31681,-2410_0 -2410_1,:-31681_0_0 :-31681_1_0 :-31681_1_1,1669.180,downstream,G5,G5京昆高速（绵广段）
-52451,-10146_0,,1669.180,downstream,G5,G5京昆高速（绵广段）
-27701,-1236_0 -11830_0,:-27701_0_0 :-27701_1_0,1669.180,downstream,G5,G0005003
-45172,-7314_0,:-45172_0_0,1669.180,downstream,G5,G5京昆高速（绵广段）
-38130,-6526_0 -6526_1,:-38130_0_0 :-38130_0_1,1669.212,upstream,G5,G0005003
-41368,-5894_0,:-41368_0_0,1669.232,upstream,G5,G0005003
-60288,,,1669.232,upstream,G5,G0005003
-41367,-13370_0,:-41367_0_0 :-41367_1_0,1669.232,upstream,G5,G0005003
-31642,-2402_0 -2402_1,:-31642_0_0 :-31642_0_1,1669.387,upstream,G5,G0005003
-41375,-5896_0 -10096_0 -10096_1,:-41375_0_0 :-41375_1_0 :-41375_1_1,1669.429,upstream,G5,G0005003
-34260,-12354_0 -12354_1,:-34260_0_0 :-34260_0_1,1669.505,upstream,G5,G0005003
-54138,-15578_0 -15578_1,:-54138_0_0 :-54138_0_1,1669.537,upstream,G5,G0005003
-53363,-14278_0 -14278_1,:-53363_0_0 :-53363_0_1,1669.560,upstream,G5,G0005003
-34261,-3370_0 -3370_1,:-34261_0_0 :-34261_0_1,1669.564,upstream,G5,G0005003
-48715,-10726_0 -10726_1,:-48715_0_0 :-48715_0_1,1669.604,upstream,G5,G0005003
-32948,-2866_0 -2866_1,:-32948_0_0 :-32948_0_1,1669.608,upstream,G5,G0005003
-65724,-17096_0 -17096_1,:-65724_0_0 :-65724_0_1,1669.611,upstream,G5,G0005003
-36077,-3978_0,,1669.625,upstream,G5,G0005003
-36076,-10094_0 -5094_0,:-36076_0_0 :-36076_1_0,1669.625,upstream,G5,G0005003
-38131,-4746_0 -4746_1,:-38131_0_0 :-38131_0_1,1669.625,downstream,G5,G0005003
-30177,-10690_0,:-30177_0_0,1669.988,upstream,G5,G0005003
-33424,-13732_0 -13732_1,:-33424_0_0 :-33424_0_1,1669.988,downstream,G5,G0005003
-49902,,,1669.988,upstream,G5,G5京昆高速（绵广段）
-49903,-9070_0,:-49903_0_0 :-49903_1_0,1669.988,upstream,G5,G5京昆高速（绵广段）
-31672,-11272_0 -11272_1,:-31672_0_0 :-31672_0_1,1671.889,downstream,G5,G0005003
-33432,-3050_0 -3050_1,:-33432_0_0 :-33432_0_1,1672.256,downstream,G5,G0005003
-48299,-8500_0 -8500_1,:-48299_0_0 :-48299_0_1,1672.315,downstream,G5,G0005003
-36280,-7944_0 -7944_1,:-36280_0_0 :-36280_0_1,1672.414,downstream,G5,G0005003
-33994,-14532_0 -14532_1,:-33994_0_0 :-33994_0_1,1673.149,downstream,G5,G0005003
-33995,-3276_0 -3276_1,:-33995_0_0 :-33995_0_1,1673.188,downstream,G5,G0005003
-44416,-16050_0 -16050_1,:-44416_0_0 :-44416_0_1,1675.262,downstream,G5,G0005003
-44417,-6998_0 -6998_1,:-44417_0_0 :-44417_0_1,1675.393,downstream,G5,G0005003
-41426,-10112_0 -10112_1,:-41426_0_0 :-41426_0_1,1675.518,downstream,G5,G0005003
-33399,-3036_0,:-33399_0_0,1675.858,downstream,G5,G0005003
-33398,-5468_0,:-33398_0_0,1675.858,downstream,G5,G0005003
-40125,-5914_0 -5914_1,:-40125_0_0 :-40125_1_0 :-40125_1_1,1675.858,downstream,G5,G0005003
-40142,-17048_0 -5470_0 -5470_1,:-40142_0_0 :-40142_1_0 :-40142_1_1,1676.342,downstream,G5,G0005003
-47682,-8312_0,:-47682_0_0,1676.342,downstream,G5,G0005003
-68005,-16648_0 -16648_1,:-68005_0_0 :-68005_0_1,1677.029,downstream,G5,G0005003
-25842,-17298_0 -17298_1,:-25842_0_0 :-25842_0_1,1680.423,downstream,G5,G0005003
-25843,-698_0 -698_1,:-25843_0_0 :-25843_0_1,1680.466,downstream,G5,G0005003
-34436,-3420_0 -3420_1,:-34436_0_0 :-34436_0_1,1680.650,downstream,G5,G0005003
-45126,-7296_0 -7296_1,:-45126_0_0 :-45126_0_1,1680.677,downstream,G5,G0005003
-30939,-16716_0 -16716_1,:-30939_0_0 :-30939_0_1,1684.484,upstream,G5,G0005003
-32642,-17400_0 -17400_1,:-32642_0_0 :-32642_0_1,1684.519,upstream,G5,G0005003
-55772,-11632_0 -11632_1,:-55772_0_0 :-55772_0_1,1684.550,upstream,G5,G0005003
-55773,-11436_0 -11436_1,:-55773_0_0 :-55773_0_1,1684.592,upstream,G5,G0005003
-29790,-1856_0 -1856_1,:-29790_0_0 :-29790_0_1,1684.614,upstream,G5,G0005003
-55480,-11280_0 -14894_0 -14894_1,:-55480_0_0 :-55480_1_0 :-55480_1_1,1684.616,upstream,G5,G0005003
-47849,-17336_0 -17336_1,:-47849_0_0 :-47849_0_1,1684.623,upstream,G5,G0005003
-58367,-13512_0 -13512_1,:-58367_0_0 :-58367_0_1,1684.698,upstream,G5,G0005003
-32643,-2750_0 -2750_1,:-32643_0_0 :-32643_0_1,1684.700,downstream,G5,G0005003
-40207,-5490_0 -5490_1,:-40207_0_0 :-40207_0_1,1684.722,upstream,G5,G0005003
-29786,-2202_0 -2202_1,:-29786_0_0 :-29786_0_1,1684.758,upstream,G5,G0005003
-58368,-12556_0 -12556_1,:-58368_0_0 :-58368_0_1,1684.763,upstream,G5,G0005003
-47850,-8382_0 -8382_1,:-47850_0_0 :-47850_0_1,1684.764,upstream,G5,G0005003
-40206,-15536_0 -15536_1,:-40206_0_0 :-40206_0_1,1684.775,upstream,G5,G0005003
-33191,-8598_0 -8598_1,:-33191_0_0 :-33191_0_1,1684.775,upstream,G5,G0005003
-38830,-4988_0 -4988_1,:-38830_0_0 :-38830_0_1,1684.784,downstream,G5,G0005003
-43062,-6534_0 -6534_1,:-43062_0_0 :-43062_0_1,1684.982,downstream,G5,G0005003
-54151,-13472_0 -13472_1,:-54151_0_0 :-54151_0_1,1685.064,downstream,G5,G0005003
-54152,-10732_0 -10732_1,:-54152_0_0 :-54152_0_1,1685.096,downstream,G5,G0005003
-43752,-6782_0 -6782_1,:-43752_0_0 :-43752_0_1,1685.210,downstream,G5,G0005003
-29722,-1848_0 -5554_0 -5554_1,:-29722_0_0 :-29722_1_0 :-29722_1_1,1685.722,upstream,G5,G0005003
-29274,-1712_0,:-29274_0_0,1685.722,upstream,G5,G0005003
-29273,-4432_0,:-29273_0_0,1685.722,upstream,G5,G0005003
-34923,-16326_0 -16326_1,:-34923_0_0 :-34923_0_1,1685.745,downstream,G5,G5京昆高速（绵广段）
-35619,-3808_0 -3808_1,:-35619_0_0 :-35619_1_0 :-35619_1_1,1685.807,upstream,G5,G0005003
-34924,-3550_0 -3550_1,:-34924_0_0 :-34924_1_0 :-34924_1_1,1685.809,downstream,G5,G5京昆高速（绵广段）
-35001,-3580_0 -6558_0 -6558_1,:-35001_0_0 :-35001_1_0 :-35001_1_1,1685.892,upstream,G5,G0005003
-27368,-1136_0 -2870_0,:-27368_0_0 :-27368_1_0,1685.892,downstream,G5,G0005003
-37205,-15474_0 -4434_0 -4434_1,:-37205_0_0 :-37205_1_0 :-37205_1_1,1685.892,downstream,G5,G0005003
-35630,-3810_0,:-35630_0_0,1685.892,upstream,G5,G0005003
-27363,-6032_0,:-27363_0_0,1685.892,downstream,G5,G0005003
-35000,-12386_0,:-35000_0_0,1685.892,upstream,G5,G0005003
-41756,-10252_0,:-41756_0_0,1685.892,downstream,G5,G0005003
-35616,-5768_0 -5768_1,:-35616_0_0 :-35616_1_0 :-35616_1_1,1685.892,upstream,G5,G0005003
-26754,-942_0,:-26754_0_0,1685.892,downstream,G5,G0005003
-41807,-6050_0,:-41807_0_0 :-41807_1_0,1686.143,downstream,G5,G0005003
-41806,,,1686.143,downstream,G5,G0005003
-52106,-9970_0 -9970_1,:-52106_0_0 :-52106_0_1,1686.510,upstream,G5,G0005003
-31173,-8424_0 -8424_1,:-31173_0_0 :-31173_0_1,1686.628,downstream,G5,G0005003
-31174,-2286_0 -2286_1,:-31174_0_0 :-31174_0_1,1686.648,downstream,G5,G0005003
-46617,-7910_0 -7910_1 -11278_0,:-46617_0_0 :-46617_0_1 :-46617_2_0,1686.710,upstream,G5,G0005003
-25692,-15062_0 -15062_1,:-25692_0_0 :-25692_0_1,1686.710,downstream,G5,G0005003
-40800,-11780_0 -11780_1,:-40800_0_0 :-40800_0_1,1686.769,downstream,G5,G0005003
-30917,-5712_0 -5712_1,:-30917_0_0 :-30917_0_1,1686.788,downstream,G5,G0005003
-26325,-2194_0 -2194_1,:-26325_0_0 :-26325_0_1,1687.119,downstream,G5,G0005003
-26326,-834_0 -834_1,:-26326_0_0 :-26326_0_1,1687.174,downstream,G5,G0005003
-26758,-10920_0 -10920_1,:-26758_0_0 :-26758_0_1,1687.421,downstream,G5,G0005003
-26761,-946_0 -946_1,:-26761_0_0 :-26761_0_1,1687.608,downstream,G5,G0005003
-44890,-15982_0 -15982_1,:-44890_0_0 :-44890_0_1,1687.776,downstream,G5,G0005003
-29648,-7190_0 -7190_1,:-29648_0_0 :-29648_0_1,1687.818,downstream,G5,G0005003
-29649,-1816_0 -1816_1,:-29649_0_0 :-29649_0_1,1687.998,downstream,G5,G0005003
-47141,-14736_0 -14736_1,:-47141_0_0 :-47141_0_1,1688.040,downstream,G5,G0005003
-46610,-10624_0 -7908_0,:-46610_0_0 :-46610_1_0,1688.226,downstream,G5,G0005003
-47154,-8106_0,,1688.226,downstream,G5,G0005003
-53855,-16214_0 -16214_1,:-53855_0_0 :-53855_1_0 :-53855_1_1,1688.226,downstream,G5,G0005003
-35678,-8092_0 -8092_1,:-35678_0_0 :-35678_0_1,1688.356,downstream,G5,G0005003
-50130,-10626_0 -10626_1,:-50130_0_0 :-50130_0_1,1688.395,downstream,G5,G0005003
-50131,-9156_0 -9156_1,:-50131_0_0 :-50131_0_1,1688.441,downstream,G5,G0005003
-35098,-13630_0 -8104_0 -8104_1,:-35098_0_0 :-35098_1_0 :-35098_1_1,1688.511,downstream,G5,G0005003
-25702,-658_0 -658_1,:-25702_0_0 :-25702_1_0 :-25702_1_1,1688.511,downstream,G5,G0005003
-32264,-11096_0,:-32264_0_0,1688.703,downstream,G5,G0005003
-32265,-2616_0 -9272_0 -9272_1,:-32265_0_0 :-32265_1_0 :-32265_1_1,1688.703,downstream,G5,G0005003
-49707,-13632_0 -13632_1,:-49707_0_0 :-49707_1_0 :-49707_1_1,1688.703,downstream,G5,G0005003
-49731,-9018_0,:-49731_0_0,1688.703,downstream,G5,G0005003
-31640,-3826_0 -3826_1,:-31640_0_0 :-31640_0_1,1688.739,downstream,G5,G0005003
-47593,-15180_0 -15180_1,:-47593_0_0 :-47593_1_0 :-47593_1_1,1689.510,downstream,G5,G0005003
-58675,-14256_0 -14256_1,:-58675_0_0 :-58675_1_0 :-58675_1_1,1689.510,downstream,G5,G0005003
-43743,-11456_0 -6774_0,:-43743_0_0 :-43743_1_0,1689.510,downstream,G5,G0005005
-31149,-2276_0,:-31149_0_0 :-31149_1_0,1689.510,downstream,G5,G0005003
-44059,-6858_0 -9016_0 -9016_1,:-44059_0_0 :-44059_1_0 :-44059_1_1,1689.510,downstream,G5,G0005003
-31147,-8284_0,:-31147_0_0,1689.510,downstream,G5,G0005003
-36662,-4218_0,:-36662_0_0,1689.510,downstream,G5,G0005003
-43734,-12730_0,:-43734_0_0 :-43734_1_0,1689.510,downstream,G5,G0005003
-36653,-10250_0,:-36653_0_0,1689.510,downstream,G5,G0005003
-26741,-6772_0,:-26741_0_0,1689.510,downstream,G5,G0005003
-42583,-6348_0 -6348_1,:-42583_0_0 :-42583_0_1,1692.138,downstream,G5,G0005005
-36904,-8062_0 -8062_1,:-36904_0_0 :-36904_0_1,1692.989,upstream,G5,G0005005
-36905,-4322_0 -4322_1,:-36905_0_0 :-36905_0_1,1693.055,downstream,G5,G0005005
-46090,-7718_0 -7718_1,:-46090_0_0 :-46090_0_1,1693.055,upstream,G5,G0005005
-34096,-6930_0,:-34096_0_0,1694.528,downstream,G5,G0005005
-44252,-10736_0 -10736_1,:-44252_0_0 :-44252_1_0 :-44252_1_1,1694.528,downstream,G5,G0005005
-44253,-6932_0 -6932_1,:-44253_0_0 :-44253_0_1,1694.551,downstream,G5,G0005005
-50630,-9320_0 -9320_1,:-50630_0_0 :-50630_0_1,1694.588,downstream,G5,G0005005
-32612,-12158_0,:-32612_0_0 :-32612_1_0,1694.722,downstream,G5,G0005005
-32629,-2740_0 -9504_0 -9504_1,:-32629_0_0 :-32629_1_0 :-32629_1_1,1694.722,downstream,G5,G5京昆高速（成绵段）
-57292,,,1694.722,downstream,G5,G0005005
-46089,-9338_0 -9338_1,:-46089_0_0 :-46089_0_1,1694.783,downstream,G5,G5京昆高速（成绵段）
-39085,-12190_0 -12190_1,:-39085_0_0 :-39085_0_1,1695.052,upstream,G5,G0005005
