id,report_id,类型,开始时间,结束时间,发生地点,车道方向,占用车道情况,所在高速公路,伤亡情况,管控措施,上下行,junction_id,edge_id,inc_lanes,int_lanes,管控开始时间,管控结束时间,管控收费站,管控范围,详细信息,匹配地点
491,08260820,流量激增,2025-08-26 08:20:00,2025-08-26 08:30:00,G420151001000410010,绕东成金站-绕东成南站门架,,G4202成都一绕高速,,,内环,,-10594,,,,,,,,
492,08302135,流量激增,2025-08-30 21:35:00,2025-08-30 21:45:00,G420151001000410010,绕东成金站-绕东成南站门架,,G4202成都一绕高速,,,内环,,-10594,,,,,,,,
493,07180905,流量激增,2025-07-18 09:05:00,2025-07-18 09:15:00,G420151001000510010,绕东成南站-绕东成安渝站门架,,G4202成都一绕高速,,,内环,,-16228.95,,,,,,,,
494,07260910,流量激增,2025-07-26 09:10:00,2025-07-26 09:20:00,G420151001000510010,绕东成南站-绕东成安渝站门架,,G4202成都一绕高速,,,内环,,-16228.95,,,,,,,,
495,08220910,流量激增,2025-08-22 09:10:00,2025-08-22 09:25:00,G420151001000510010,绕东成南站-绕东成安渝站门架,,G4202成都一绕高速,,,内环,,-16228.95,,,,,,,,
496,06160630,流量激增,2025-06-16 06:30:00,2025-06-16 06:40:00,G420151001000610010,绕东成安渝站-绕东成渝站门架,,G4202成都一绕高速,,,内环,,-2266,,,,,,,,
497,06201100,流量激增,2025-06-20 11:00:00,2025-06-20 11:10:00,G420151001000610010,绕东成安渝站-绕东成渝站门架,,G4202成都一绕高速,,,内环,,-2266,,,,,,,,
498,06270655,流量激增,2025-06-27 06:55:00,2025-06-27 07:05:00,G420151001000610010,绕东成安渝站-绕东成渝站门架,,G4202成都一绕高速,,,内环,,-2266,,,,,,,,
499,06300630,流量激增,2025-06-30 06:30:00,2025-06-30 06:50:00,G420151001000610010,绕东成安渝站-绕东成渝站门架,,G4202成都一绕高速,,,内环,,-2266,,,,,,,,
500,07020655,流量激增,2025-07-02 06:55:00,2025-07-02 07:10:00,G420151001000610010,绕东成安渝站-绕东成渝站门架,,G4202成都一绕高速,,,内环,,-2266,,,,,,,,
501,07080700,流量激增,2025-07-08 07:00:00,2025-07-08 07:10:00,G420151001000610010,绕东成安渝站-绕东成渝站门架,,G4202成都一绕高速,,,内环,,-2266,,,,,,,,
502,07150700,流量激增,2025-07-15 07:00:00,2025-07-15 07:10:00,G420151001000610010,绕东成安渝站-绕东成渝站门架,,G4202成都一绕高速,,,内环,,-2266,,,,,,,,
503,07220705,流量激增,2025-07-22 07:05:00,2025-07-22 07:15:00,G420151001000610010,绕东成安渝站-绕东成渝站门架,,G4202成都一绕高速,,,内环,,-2266,,,,,,,,
504,07251115,流量激增,2025-07-25 11:15:00,2025-07-25 11:25:00,G420151001000610010,绕东成安渝站-绕东成渝站门架,,G4202成都一绕高速,,,内环,,-2266,,,,,,,,
505,07280635,流量激增,2025-07-28 06:35:00,2025-07-28 06:45:00,G420151001000610010,绕东成安渝站-绕东成渝站门架,,G4202成都一绕高速,,,内环,,-2266,,,,,,,,
506,08120725,流量激增,2025-08-12 07:25:00,2025-08-12 07:35:00,G420151001000610010,绕东成安渝站-绕东成渝站门架,,G4202成都一绕高速,,,内环,,-2266,,,,,,,,
507,08210655,流量激增,2025-08-21 06:55:00,2025-08-21 07:15:00,G420151001000610010,绕东成安渝站-绕东成渝站门架,,G4202成都一绕高速,,,内环,,-2266,,,,,,,,
508,08250650,流量激增,2025-08-25 06:50:00,2025-08-25 07:05:00,G420151001000610010,绕东成安渝站-绕东成渝站门架,,G4202成都一绕高速,,,内环,,-2266,,,,,,,,
509,08270655,流量激增,2025-08-27 06:55:00,2025-08-27 07:15:00,G420151001000610010,绕东成安渝站-绕东成渝站门架,,G4202成都一绕高速,,,内环,,-2266,,,,,,,,
510,09010645,流量激增,2025-09-01 06:45:00,2025-09-01 07:05:00,G420151001000610010,绕东成安渝站-绕东成渝站门架,,G4202成都一绕高速,,,内环,,-2266,,,,,,,,
511,07100910,流量激增,2025-07-10 09:10:00,2025-07-10 09:20:00,G420151001000620010,绕东成渝站-绕东成安渝站门架,,G4202成都一绕高速,,,外环,,-10034.151,,,,,,,,
512,07181610,流量激增,2025-07-18 16:10:00,2025-07-18 16:20:00,G420151001000620010,绕东成渝站-绕东成安渝站门架,,G4202成都一绕高速,,,外环,,-10034.151,,,,,,,,
513,09071515,流量激增,2025-09-07 15:15:00,2025-09-07 15:25:00,G420151001000620010,绕东成渝站-绕东成安渝站门架,,G4202成都一绕高速,,,外环,,-10034.151,,,,,,,,
514,06120905,流量激增,2025-06-12 09:05:00,2025-06-12 09:15:00,G420151001000710010,绕东成渝站-绕东成龙站门架,,G4202成都一绕高速,,,外环,,-14840,,,,,,,,
515,06170900,流量激增,2025-06-17 09:00:00,2025-06-17 09:20:00,G420151001000710010,绕东成渝站-绕东成龙站门架,,G4202成都一绕高速,,,外环,,-14840,,,,,,,,
516,06200650,流量激增,2025-06-20 06:50:00,2025-06-20 07:05:00,G420151001000710010,绕东成渝站-绕东成龙站门架,,G4202成都一绕高速,,,外环,,-14840,,,,,,,,
517,06200910,流量激增,2025-06-20 09:10:00,2025-06-20 09:25:00,G420151001000710010,绕东成渝站-绕东成龙站门架,,G4202成都一绕高速,,,外环,,-14840,,,,,,,,
518,07020700,流量激增,2025-07-02 07:00:00,2025-07-02 07:15:00,G420151001000710010,绕东成渝站-绕东成龙站门架,,G4202成都一绕高速,,,外环,,-14840,,,,,,,,
519,07030650,流量激增,2025-07-03 06:50:00,2025-07-03 07:10:00,G420151001000710010,绕东成渝站-绕东成龙站门架,,G4202成都一绕高速,,,外环,,-14840,,,,,,,,
520,07040730,流量激增,2025-07-04 07:30:00,2025-07-04 07:40:00,G420151001000710010,绕东成渝站-绕东成龙站门架,,G4202成都一绕高速,,,外环,,-14840,,,,,,,,
521,07101000,流量激增,2025-07-10 10:00:00,2025-07-10 10:20:00,G420151001000710010,绕东成渝站-绕东成龙站门架,,G4202成都一绕高速,,,外环,,-14840,,,,,,,,
522,07150705,流量激增,2025-07-15 07:05:00,2025-07-15 07:15:00,G420151001000710010,绕东成渝站-绕东成龙站门架,,G4202成都一绕高速,,,外环,,-14840,,,,,,,,
523,07211430,流量激增,2025-07-21 14:30:00,2025-07-21 14:40:00,G420151001000710010,绕东成渝站-绕东成龙站门架,,G4202成都一绕高速,,,外环,,-14840,,,,,,,,
524,07240710,流量激增,2025-07-24 07:10:00,2025-07-24 07:25:00,G420151001000710010,绕东成渝站-绕东成龙站门架,,G4202成都一绕高速,,,外环,,-14840,,,,,,,,
525,08010655,流量激增,2025-08-01 06:55:00,2025-08-01 07:10:00,G420151001000710010,绕东成渝站-绕东成龙站门架,,G4202成都一绕高速,,,外环,,-14840,,,,,,,,
526,08080925,流量激增,2025-08-08 09:25:00,2025-08-08 09:35:00,G420151001000710010,绕东成渝站-绕东成龙站门架,,G4202成都一绕高速,,,外环,,-14840,,,,,,,,
527,08140700,流量激增,2025-08-14 07:00:00,2025-08-14 07:15:00,G420151001000710010,绕东成渝站-绕东成龙站门架,,G4202成都一绕高速,,,外环,,-14840,,,,,,,,
528,08190650,流量激增,2025-08-19 06:50:00,2025-08-19 07:15:00,G420151001000710010,绕东成渝站-绕东成龙站门架,,G4202成都一绕高速,,,外环,,-14840,,,,,,,,
529,08210655,流量激增,2025-08-21 06:55:00,2025-08-21 07:25:00,G420151001000710010,绕东成渝站-绕东成龙站门架,,G4202成都一绕高速,,,外环,,-14840,,,,,,,,
530,08270655,流量激增,2025-08-27 06:55:00,2025-08-27 07:20:00,G420151001000710010,绕东成渝站-绕东成龙站门架,,G4202成都一绕高速,,,外环,,-14840,,,,,,,,
531,09040650,流量激增,2025-09-04 06:50:00,2025-09-04 07:10:00,G420151001000710010,绕东成渝站-绕东成龙站门架,,G4202成都一绕高速,,,外环,,-14840,,,,,,,,
532,09050930,流量激增,2025-09-05 09:30:00,2025-09-05 09:45:00,G420151001000710010,绕东成渝站-绕东成龙站门架,,G4202成都一绕高速,,,外环,,-14840,,,,,,,,
533,09061135,流量激增,2025-09-06 11:35:00,2025-09-06 11:50:00,G420151001000720010,绕东成龙站-绕东成渝站门架,,G4202成都一绕高速,,,内环,,-6692,,,,,,,,
534,06100710,流量激增,2025-06-10 07:10:00,2025-06-10 07:35:00,G420151001000810010,绕东成龙站-绕东天府国际机场站门架,,G4202成都一绕高速,,,内环,,-14078,,,,,,,,
535,06110905,流量激增,2025-06-11 09:05:00,2025-06-11 09:15:00,G420151001000810010,绕东成龙站-绕东天府国际机场站门架,,G4202成都一绕高速,,,内环,,-14078,,,,,,,,
536,06120705,流量激增,2025-06-12 07:05:00,2025-06-12 07:35:00,G420151001000810010,绕东成龙站-绕东天府国际机场站门架,,G4202成都一绕高速,,,内环,,-14078,,,,,,,,
537,06130730,流量激增,2025-06-13 07:30:00,2025-06-13 07:40:00,G420151001000810010,绕东成龙站-绕东天府国际机场站门架,,G4202成都一绕高速,,,内环,,-14078,,,,,,,,
538,06170900,流量激增,2025-06-17 09:00:00,2025-06-17 09:20:00,G420151001000810010,绕东成龙站-绕东天府国际机场站门架,,G4202成都一绕高速,,,内环,,-14078,,,,,,,,
539,06180720,流量激增,2025-06-18 07:20:00,2025-06-18 07:45:00,G420151001000810010,绕东成龙站-绕东天府国际机场站门架,,G4202成都一绕高速,,,内环,,-14078,,,,,,,,
540,06180855,流量激增,2025-06-18 08:55:00,2025-06-18 09:05:00,G420151001000810010,绕东成龙站-绕东天府国际机场站门架,,G4202成都一绕高速,,,内环,,-14078,,,,,,,,
541,07010725,流量激增,2025-07-01 07:25:00,2025-07-01 07:40:00,G420151001000810010,绕东成龙站-绕东天府国际机场站门架,,G4202成都一绕高速,,,内环,,-14078,,,,,,,,
542,07030725,流量激增,2025-07-03 07:25:00,2025-07-03 07:35:00,G420151001000810010,绕东成龙站-绕东天府国际机场站门架,,G4202成都一绕高速,,,内环,,-14078,,,,,,,,
543,07040710,流量激增,2025-07-04 07:10:00,2025-07-04 07:30:00,G420151001000810010,绕东成龙站-绕东天府国际机场站门架,,G4202成都一绕高速,,,内环,,-14078,,,,,,,,
544,07070715,流量激增,2025-07-07 07:15:00,2025-07-07 07:35:00,G420151001000810010,绕东成龙站-绕东天府国际机场站门架,,G4202成都一绕高速,,,内环,,-14078,,,,,,,,
545,07080705,流量激增,2025-07-08 07:05:00,2025-07-08 07:30:00,G420151001000810010,绕东成龙站-绕东天府国际机场站门架,,G4202成都一绕高速,,,内环,,-14078,,,,,,,,
546,07110715,流量激增,2025-07-11 07:15:00,2025-07-11 07:35:00,G420151001000810010,绕东成龙站-绕东天府国际机场站门架,,G4202成都一绕高速,,,内环,,-14078,,,,,,,,
