id,report_id,类型,开始时间,结束时间,发生地点,车道方向,占用车道情况,所在高速公路,伤亡情况,管控措施,上下行,junction_id,edge_id,inc_lanes,int_lanes,管控开始时间,管控结束时间,管控收费站,管控范围,详细信息,匹配地点
11,12637,交通管制,2025-07-17 23:21:36,2025-07-18 00:32:36,1618.39,双向方向,,G5京昆高速（绵广段）,,因大雨天气，现小溪坝站入口广元方向、厚坝站、二郎庙站入口封闭。,双向,-40061|-36508,-12700,-12708_0 -12708_1,:-40061_0_0 :-40061_0_1,2025-07-17 23:25:00,,"250,255,256",小溪坝站 到 二郎庙站,"【交通管制首报】2025/7/17 23:21:36，接汪燕莎报：因大雾雷雨天气，京昆高速绵广段小溪坝站至二郎庙站路段交通管制小溪坝站入口广元方向，二郎庙站，厚坝站，入口关闭，,预计1小时后解除。",
12,12641,交通事故,2025-07-18 01:10:18,2025-07-18 02:41:31,1537.2,广元至绵阳方向,应急车道,G5京昆高速（绵广段）,受伤1人,,下行,-42361,-14588,-6278_0 -8784_0 -8784_1,:-42361_0_0 :-42361_1_0 :-42361_1_1,,,,,"【交通事故首报】2025/7/18 1:10:18,接12122报：京昆高速绵广段广元至绵阳方向K1537+200发生一起两货车追尾事故事故，占用应急车道，目前造成0死亡1受伤，已通知高速交警,执法,路维,急救到场处置,该事件为未达4级事件。",
13,12672,交通事故,2025-07-18 13:36:55,2025-07-18 14:07:46,1579.55,广元至绵阳方向,应急车道,G5京昆高速（绵广段）,受伤1人,,下行,-28168,-8020,-1392_0 -1392_1,:-28168_0_0 :-28168_0_1,,,,,"【交通事故首报】2025/7/18 13:36:55,接张欢报：京昆高速绵广段广元至绵阳方向K1579+550发生一起货车追尾小车事故，占用应急车道，目前造成0死亡1受伤，已通知高速交警,执法,路维,急救到场处置,该事件为4级事件。",
14,12684,交通事故,2025-07-18 14:48:37,2025-07-18 15:45:25,1579.2,广元至绵阳方向,应急车道,G5京昆高速（绵广段）,暂无人员伤亡,,下行,-46850,-1392,-13390_0 -13390_1,:-46850_0_0 :-46850_0_1,,,,,"【交通事故首报】2025/7/18 14:48:37,接张欢报：京昆高速绵广段广元至绵阳方向K1579+200发生一起一辆货车擦挂一辆小车事故，占用应急车道，目前无人员伤亡，已通知高速交警,执法,路维到场处置,该事件为未达4级事件。",
15,12817,交通事故,2025-07-19 06:42:59,2025-07-19 12:07:39,1767.2,绵阳至成都方向,"应急车道,第二车道",G5京昆高速（成绵段）,暂无人员伤亡,新都北站入口成都方向关闭,下行,-39216,-3000000074,-14784_0,:-39216_0_0 :-39216_1_0,2025-07-19 06:44:00,,601,,"【交通事故首报】2025/7/19 6:42:59,接岳秋报：京昆高速成绵段绵阳至成都方向K1767+200发生一起两货车追尾，其中一车侧翻事故，占用应急车道,第二车道，目前无人员伤亡，已通知高速交警,路维到场处置新都北站入口成都方向关闭,该事件为未达4级事件。",
16,12836,交通阻塞,2025-07-19 10:51:19,2025-07-19 11:42:02,1685.0,广元至绵阳方向,,G5京昆高速（绵广段）,,,下行,-43062,-13472,-6534_0 -6534_1,:-43062_0_0 :-43062_0_1,,,,,"【交通阻塞首报】2025/7/19 10:51:19,接任良秀报：京昆高速绵广段广元至绵阳方向K1685+000处发生一起高速交警通知非事故非施工抢险原因交通管制，因主线车流量大，现绵阳南站，绵阳站入口成都方向封闭。已通知高速交警,执法,路维察看原因并进行疏导。",
17,12837,车辆故障,2025-07-19 11:15:01,2025-07-19 12:38:41,1599.0,广元至绵阳方向,,G5京昆高速（绵广段）,,,下行,-38283,,-13320#1_0 -13320#1_1 -4788#3_0 -4788#3_1,:-38283_0_0 :-38283_0_1 :-38283_2_0 :-38283_2_1,,,,,"【车辆故障首报】2025/7/19 11:15:01,接任良秀报：京昆高速绵广段广元至绵阳方向K1599+000发生一起车辆故障事件。经现场勘察，该车辆为危化品车,所属无,装载货物:三类易燃物品,广绵向K1599一辆危险品运输车辆故障，占用应急车道。已通知高交、执法、路维。经与司机核实货物为三类易燃物品。11:11视频查看路维已到现场。该事件为未达4级事件",
18,12853,交通事故,2025-07-19 19:35:28,2025-07-19 20:21:03,1562.0,广元至绵阳方向,第一车道,G5京昆高速（绵广段）,暂无人员伤亡,,下行,-62495,,-16412_0 -16412_1,:-62495_0_0 :-62495_1_0 :-62495_1_1,,,,,"【交通事故首报】2025/7/19 19:35:28,接张欢报：京昆高速绵广段广元至绵阳方向K1562+000发生一起单车事故事故，占用第一车道，目前无人员伤亡，已通知高速交警,执法,路维到场处置,该事件为未达4级事件。",
19,13028,交通事故,2025-07-21 00:02:52,2025-07-21 01:46:25,1576.0,广元至绵阳方向,"第二车道,应急车道",G5京昆高速（绵广段）,暂无人员伤亡,,下行,-35882,-4688,-3898_0 -3898_1,:-35882_0_0 :-35882_0_1,,,,,"【交通事故首报】2025/7/21 0:02:52,接任良秀报：京昆高速绵广段广元至绵阳方向K1576+000发生一起两货车追尾事故，占用第二车道,应急车道，目前无人员伤亡，已通知高速交警,执法,路维到场处置,该事件为未达4级事件。",
20,13031,交通事故,2025-07-21 05:37:00,2025-07-21 07:56:07,1821.0,纳溪至贵州方向,第二车道,G76厦蓉高速（纳黔段）,受伤1人,,上行,-39758,-1580,-17362_0,:-39758_0_0,,,,,"【交通事故首报】2025/7/21 5:37:00,接李小玲报：厦蓉高速纳黔段纳溪至贵州方向K1821+000发生一起2车追尾（小车：1辆，两轴货车：1辆）事故，占用第二车道，目前造成0死亡1受伤，已通知高速交警,执法,路维,急救到场处置,该事件为未达4级事件。",
21,13047,交通事故,2025-07-21 19:43:18,2025-07-21 20:32:06,1821.0,纳溪至贵州方向,第一车道,G76厦蓉高速（纳黔段）,暂无人员伤亡,,上行,-39758,-1580,-17362_0,:-39758_0_0,,,,,"【交通事故首报】2025/7/21 19:43:18,接温静报：厦蓉高速纳黔段纳溪至贵州方向K1821+000发生一起3辆小车追尾事故，占用第一车道，目前无人员伤亡，已通知高速交警,执法,路维到场处置,该事件为未达4级事件。",
22,13060,交通事故,2025-07-22 07:43:19,2025-07-22 12:16:56,142.0,外环方向方向,"第二车道,第三车道,第四车道,应急车道",SA2成都第二绕城高速（西段）,暂无人员伤亡,,下行,-44753,-7128,-7128_0 -7128_1,:-44753_0_0 :-44753_0_1,,,,,"【交通事故首报】2025/7/22 7:43:19,接唐颖报：成都二绕高速(西)外环方向方向K142+000发生一起两轴货车单车侧翻事故，占用第二车道,第三车道,第四车道,应急车道，目前无人员伤亡，已通知高速交警,执法,路维到场处置,该事件为未达4级事件。",
23,13071,车辆故障,2025-07-22 18:44:39,2025-07-22 19:28:21,1778.091,纳溪至贵州方向,,G76厦蓉高速（纳黔段）,,,上行,3426565789,-14276,-3000000069_0 -3000000069_1,:3426565789_0_0 :3426565789_0_1,,,,,"【车辆故障首报】2025/7/22 18:44:39,接温静报：厦蓉高速纳黔段纳溪至贵州方向K1778+091发生一起车辆故障事件。经现场勘察，该车辆为运营客车,所属无,运营路线:叙永—分水,核载人数:17,实载人数:14,该事件为未达4级事件",
24,13087,交通事故,2025-07-22 23:41:03,2025-07-23 00:41:34,1817.0,贵州至纳溪方向,第二车道,G76厦蓉高速（纳黔段）,暂无人员伤亡,,双向,-40007|-33402,-8982|-2000000377,-5404_0,:-40007_0_0,,,,,"【交通事故首报】2025/7/22 23:41:03,接罗晓彤报：厦蓉高速纳黔段贵州至纳溪方向K1817+000发生一起单车撞护栏事故，占用第二车道，目前无人员伤亡，已通知高速交警,执法,路维到场处置,该事件为未达4级事件。",
25,13145,交通事故,2025-07-23 09:32:03,2025-07-23 10:57:39,1567.0,广元至绵阳方向,第二车道,G5京昆高速（绵广段）,暂无人员伤亡,,下行,-38174,,-9260_0 -9260_1,:-38174_0_0 :-38174_0_1,,,,,"【交通事故首报】2025/7/23 9:32:03,接任良秀报：京昆高速绵广段广元至绵阳方向K1567+000发生一起两辆货车追尾事故，占用第二车道，目前无人员伤亡，已通知高速交警,执法,路维到场处置,该事件为未达4级事件。",
26,13156,交通阻塞,2025-07-23 10:50:23,2025-07-23 11:03:25,1593.0,广元至绵阳方向,,G5京昆高速（绵广段）,,因交通管制需要，现主线广绵向K1593（辛家沟隧道入口）道路封闭。,下行,-38280,-4786#2,-4786#1_0 -4786#1_1,:-38280_0_0 :-38280_0_1,2025-07-23 10:51:00,,,,"【交通阻塞首报】2025/7/23 10:50:23,接任良秀报：京昆高速绵广段广元至绵阳方向K1593+000处发生一起高速交警通知非事故非施工抢险原因交通管制，因交通管制需要，现主线广绵向K1593（辛家沟隧道入口）道路封闭。已通知高速交警,执法,路维察看原因并进行疏导。",
27,13162,交通事故,2025-07-23 12:30:43,2025-07-23 12:38:17,1932.05,成都至雅安方向,应急车道,G5京昆高速（成雅段）,受伤1人,,上行,-49949,-10514,-9090_0,:-49949_0_0,,,,,"【交通事故首报】2025/7/23 12:30:43,接董霜报：京昆高速成雅段成都至雅安方向K1932+050发生一起车辆追尾事故，占用应急车道，目前造成0死亡1受伤，已通知高速交警,执法,路维到场处置,该事件为未达4级事件。12时20分，G5京昆高速成雅段，路管队报： 成雅向K1932+050两辆小车追尾，经高交确认一人轻伤，事故车辆已移至应急车道，无阻断，已通知执法前往处置，事故正在处理中。",
28,13165,交通阻塞,2025-07-23 12:56:47,2025-07-23 13:19:11,1606.0,广元至绵阳方向,,G5京昆高速（绵广段）,,,下行,-62985,-1062,-14360_0 -14360_1,:-62985_0_0 :-62985_1_0 :-62985_1_1,,,,,"【交通阻塞首报】2025/7/23 12:56:47,接任良秀报：京昆高速绵广段广元至绵阳方向K1606+000处发生一起高速交警通知非事故非施工抢险原因交通管制，因主线车流量大，现厚坝站、小溪坝站入口成都方向封闭。已通知高速交警,执法,路维察看原因并进行疏导。",
29,13166,交通阻塞,2025-07-23 13:48:43,2025-07-23 14:07:47,1685.0,广元至绵阳方向,,G5京昆高速（绵广段）,,,下行,-43062,-13472,-6534_0 -6534_1,:-43062_0_0 :-43062_0_1,,,,,"【交通阻塞首报】2025/7/23 13:48:43,接任良秀报：京昆高速绵广段广元至绵阳方向K1685+000处发生一起高速交警通知非事故非施工抢险原因交通管制，因主线车流量大，现绵阳南站入口成都方向封闭。已通知高速交警,执法,路维察看原因并进行疏导。",
30,13169,交通阻塞,2025-07-23 14:42:47,2025-07-23 16:07:45,1567.0,广元至绵阳方向,,G5京昆高速（绵广段）,,因供电部门处置K1572-K1574跨高速公路高压电线，现金子山站入口封闭、主线广绵向K1567、绵广向K1576道路封闭。,下行,-38174,,-9260_0 -9260_1,:-38174_0_0 :-38174_0_1,2025-07-23 14:43:00,,,,"【交通阻塞首报】2025/7/23 14:42:47,接任良秀报：京昆高速绵广段广元至绵阳方向K1567+000处发生一起高速交警通知非事故非施工抢险原因交通管制，因供电部门处置K1572-K1574跨高速公路高压电线，现金子山站入口封闭、主线广绵向K1567、绵广向K1576道路封闭。已通知高速交警,执法,路维察看原因并进行疏导。",
31,13229,交通管制,2025-07-23 21:13:08,2025-07-23 23:58:28,1618.39,绵阳至广元方向,,G5京昆高速（绵广段）,,因大雨天气，现小溪坝站至二郎庙站入口广元方向封闭。,上行,-40061,-12700,-12708_0 -12708_1,:-40061_0_0 :-40061_0_1,2025-07-23 21:13:00,,"250,255,256,246,244,243,236,225",绵阳南站 到,"【交通管制首报】2025/7/23 21:13:08，接姜春蓉报：因大雾雷雨天气，京昆高速绵广段小溪坝站至二郎庙站路段交通管制二郎庙站，厚坝站，小溪坝站入口广元方向关闭,预计1小时后解除。",
32,13252,交通事故,2025-07-24 06:01:28,2025-07-24 07:57:51,1602.0,广元至绵阳方向,"第一车道,第二车道,第三车道",G5京昆高速（绵广段）,暂无人员伤亡,,下行,-27161,,-1470_0 -1470_1,:-27161_0_0 :-27161_0_1,2025-07-24 07:49:00,,,,"【交通事故首报】2025/7/24 6:01:28,接姜春蓉报：京昆高速绵广段广元至绵阳方向K1602+000发生一起两货车追尾事故，占用第一车道,第二车道,第三车道，目前无人员伤亡，已通知高速交警,执法,路维到场处置,该事件为未达4级事件。",
33,13254,交通事故,2025-07-24 06:33:58,2025-07-24 07:35:57,1600.0,广元至绵阳方向,"第一车道,第二车道,第三车道",G5京昆高速（绵广段）,暂无人员伤亡,主线广绵向K1602道路中断，金子山入口成都封闭。,下行,-27161,,-1470_0 -1470_1,:-27161_0_0 :-27161_0_1,2025-07-24 06:34:00,2025-07-24 07:36:00,258,,"【交通事故首报】2025/7/24 6:33:58,接姜春蓉报：京昆高速绵广段广元至绵阳方向K1600+000发生一起两货车追尾事故，占用第一车道,第二车道,第三车道，目前无人员伤亡，已通知高速交警,执法,路维到场处置主线广绵向K1602道路中断，金子山入口成都封闭。该事件为未达4级事件。",
34,13270,交通管制,2025-07-24 16:48:22,2025-07-24 17:03:30,1685.63,双向方向,,G5京昆高速（绵广段）,,因大雨天气，现绵阳南站入口广元方向、绵阳站入口成都方向封闭。,双向,-29722|-34923,-16326,-1848_0 -5554_0 -5554_1,:-29722_0_0 :-29722_1_0 :-29722_1_1,2025-07-24 16:49:00,,"225,236",绵阳南站 到 绵阳站,【交通管制首报】2025/7/24 16:48:22，接任良秀报：因大雾雷雨天气，京昆高速绵广段因大雨天气，现绵阳南站入口广元方向、绵阳站入口成都方向封闭。预计1小时后解除。,
35,13278,交通管制,2025-07-24 18:26:50,2025-07-24 19:19:36,1669.23,双向方向,,G5京昆高速（绵广段）,,因大雨天气，绵阳北站入口关闭。,双向,-41368|-31681,-7944,-5894_0,:-41368_0_0,2025-07-24 18:27:00,,243,绵阳北站 到 绵阳北站,"【交通管制首报】2025/7/24 18:26:50，接任良秀报：因大雾雷雨天气，京昆高速绵广段因大雨天气，绵阳北站入口关闭，,预计1小时后解除。",
36,13283,交通管制,2025-07-24 20:35:04,2025-07-24 21:15:29,1685.63,双向方向,,G5京昆高速（绵广段）,,因大雨天气，现绵阳南站入口广元方向、绵阳站入口、绵阳北站入口成都方向封闭。,双向,-29722|-34923,-16326,-1848_0 -5554_0 -5554_1,:-29722_0_0 :-29722_1_0 :-29722_1_1,2025-07-24 20:35:00,,"243,236,225",绵阳南站 到 绵阳北站,【交通管制首报】2025/7/24 20:35:04，接任良秀报：因大雾雷雨天气，京昆高速绵广段绵阳南站至绵阳北站路段交通管制绵阳北站，绵阳站，绵阳南站入口关闭，因大雨天气，现绵阳南站入口广元方向、绵阳站入口、绵阳北站入口成都方向封闭。预计1小时后解除。,
37,13287,交通阻塞,2025-07-24 21:53:16,2025-07-24 23:32:35,1685.0,广元至绵阳方向,,G5京昆高速（绵广段）,,,下行,-43062,-13472,-6534_0 -6534_1,:-43062_0_0 :-43062_0_1,,,,,"【交通阻塞首报】2025/7/24 21:53:16,接任良秀报：京昆高速绵广段广元至绵阳方向K1685+000处发生一起高速交警通知非事故非施工抢险原因交通管制，因主线车流量大，现绵阳南站、绵阳站入口成都方向封闭。已通知高速交警,执法,路维察看原因并进行疏导。",
38,13322,交通事故,2025-07-25 11:01:42,2025-07-25 11:26:39,1846.0,贵州至纳溪方向,第二车道,G76厦蓉高速（纳黔段）,受伤1人,,双向,4529169654|-50902,-2000000059,-2000000310_0 -2000000310_1,:4529169654_0_0 :4529169654_0_1,,,,,"【交通事故首报】2025/7/25 11:01:42,接周媛媛报：厦蓉高速纳黔段贵州至纳溪方向K1846+000发生一起小车单车事故事故，占用第二车道，目前造成0死亡1受伤，已通知高速交警,执法,路维到场处置,该事件为未达4级事件。",
39,13371,交通事故,2025-07-25 20:09:24,2025-07-25 20:30:06,1754.7,绵阳至成都方向,第一车道,G5京昆高速（成绵段）,暂无人员伤亡,,下行,-59979,-13106,-13258_0,:-59979_0_0,2025-07-25 20:10:00,,"215,209",,"【交通事故首报】2025/7/25 20:09:24,接祖福明报：京昆高速成绵段绵阳至成都方向K1754+700发生一起三车追尾事故，占用第一车道，目前无人员伤亡，已通知高速交警,路维,消防到场处置,该事件为未达4级事件。",
40,13470,地质灾害,2025-07-26 07:27:17,2025-07-27 20:41:08,2093.0,泸沽至雅安方向,"第二车道,第三车道",G5京昆高速（雅泸段）,暂无人员伤亡暂无车辆被困,,下行,-57672,,-12294_0 -12294_1,:-57672_0_0 :-57672_0_1,2025-07-26 07:47:00,2025-07-26 08:19:00,,,"【地质灾害首报】2025/7/26 7:27:17,接姜琴报：因地质灾害京昆高速雅泸段泸沽至雅安方向K2093+000发生泥水流入主线路面,占用第二车道,第三车道,无人员伤亡,暂无人员伤亡暂无车辆被困,已通知高速交警,执法,路维到场处置。",
41,13489,车辆故障,2025-07-26 12:10:28,2025-07-26 13:12:46,1629.0,广元至绵阳方向,,G5京昆高速（绵广段）,,,下行,-66471,-15950,-15950_0 -15950_1,:-66471_0_0 :-66471_0_1,,,,,"【车辆故障首报】2025/7/26 12:10:28,接张欢报：京昆高速绵广段广元至绵阳方向K1629+000发生一起车辆故障事件。经现场勘察，该车辆为危化品车,所属无,装载货物:无,该事件为未达4级事件",
42,13497,交通事故,2025-07-26 15:13:54,2025-07-26 15:53:01,1676.0,广元至绵阳方向,"应急车道,第一车道",G5京昆高速（绵广段）,暂无人员伤亡,,下行,-33399,-5470,-3036_0,:-33399_0_0,,,,,"【交通事故首报】2025/7/26 15:13:54,接张欢报：京昆高速绵广段广元至绵阳方向K1676+000发生一起五小车追尾事故事故，占用应急车道,第一车道，目前无人员伤亡，已通知高速交警,执法,路维到场处置,该事件为未达4级事件。",
43,13553,车辆故障,2025-07-28 14:36:19,2025-07-28 15:49:34,1756.0,纳溪至贵州方向,,G76厦蓉高速（纳黔段）,,,上行,-64586,-14572,-15058_0 -16900_0 -16900_1 -16900_2,:-64586_0_0 :-64586_1_0 :-64586_1_1 :-64586_1_2,,,,,"【车辆故障首报】2025/7/28 14:36:19,接王英报：厦蓉高速纳黔段纳溪至贵州方向K1756+000发生一起车辆故障事件，占用应急车道及部分主车道。经现场勘察，该车辆为运营客车,所属贵州兴黔交公司,运营路线:泸州至六盘水,核载人数:18,实载人数:15,该事件为未达4级事件",
44,13566,车辆故障,2025-07-29 11:02:15,2025-07-29 11:14:27,1587.0,绵阳至广元方向,,G5京昆高速（绵广段）,,,上行,-50465,,-11970_0 -11970_1,:-50465_0_0 :-50465_0_1,,,,,"【车辆故障首报】2025/7/29 11:02:15,接江明芝报：京昆高速绵广段绵阳至广元方向K1587+000发生一起车辆故障事件。经现场勘察，该车辆为运营客车,所属恩施巴山旅游运输有限责任公司,运营路线:无,核载人数:61,实载人数:61,该事件为未达4级事件",
45,13598,交通事故,2025-07-29 23:38:11,2025-07-30 01:34:14,1562.0,广元至绵阳方向,"应急车道,第一车道",G5京昆高速（绵广段）,暂无人员伤亡,,下行,-62495,,-16412_0 -16412_1,:-62495_0_0 :-62495_1_0 :-62495_1_1,,,,,"【交通事故首报】2025/7/29 23:38:11,接罗海燕报：京昆高速绵广段广元至绵阳方向K1562+000发生一起两货车擦挂事故，占用应急车道,第一车道，目前无人员伤亡，高速交警,路维已到达现场处置,该事件为未达4级事件。",
46,13638,交通管制,2025-07-30 21:05:48,2025-07-30 21:26:40,1726.51,双向方向,,G5京昆高速（成绵段）,,,双向,-50199|-41414,-3026|-13944,-12406_0 -12406_1 -12406_2 -12406_3,:-50199_0_0 :-50199_0_1 :-50199_0_2 :-50199_0_3,2025-07-30 21:06:00,2025-07-30 21:27:00,"215,211,210,209",德阳站 到 德阳南站,"【交通管制首报】2025/7/30 21:05:48，接李芳报：因大雾雷雨天气，京昆高速成绵段德阳站至德阳南站路段交通管制广汉北站，德阳北站，德阳站，德阳南站入口关闭，,预计小时后解除。",
47,13647,交通事故,2025-07-31 04:48:47,2025-07-31 05:16:08,1551.85,绵阳至广元方向,"应急车道,第二车道",G5京昆高速（绵广段）,暂无人员伤亡,,上行,-28279,-11078,-9930_0 -9930_1,:-28279_0_0 :-28279_0_1,,,,,"【交通事故首报】2025/7/31 4:48:47,接江明芝报：京昆高速绵广段绵阳至广元方向K1551+850发生一起单车事故事故，占用应急车道,第二车道，目前无人员伤亡，已通知高速交警,执法,路维到场处置,该事件为未达4级事件。",
48,13663,交通事故,2025-08-01 08:17:53,2025-08-01 09:40:24,2222.0,泸沽至黄联关方向,第三车道,G5京昆高速（泸黄段）,暂无人员伤亡,,上行,-51721,-1694,-9776_0,:-51721_0_0,,,,,"【交通事故首报】2025/8/1 8:17:53,接刘波报：京昆高速泸黄段泸沽至黄联关方向K2222+000发生一起两车发生擦挂事故，占用第三车道，目前无人员伤亡，已通知高速交警,执法,路维到场处置,该事件为未达4级事件。",
49,13688,车辆故障,2025-08-01 19:26:58,2025-08-01 20:13:42,1823.604,贵州至纳溪方向,,G76厦蓉高速（纳黔段）,,,双向,-36424|-61378,-1024|-2000000090,-12408_0 -4108_0,:-36424_0_0 :-36424_1_0,,,,,"【车辆故障首报】2025/8/1 19:26:58,接刘长红报：厦蓉高速纳黔段贵州至纳溪方向K1823+604发生一起车辆故障事件。经现场勘察，该车辆为运营客车,所属无,运营路线:无,核载人数:14,实载人数:14,该事件为未达4级事件",
50,13692,交通事故,2025-08-02 01:10:57,2025-08-02 01:25:23,1662.875,绵阳至广元方向,"第一车道,应急车道",G5京昆高速（绵广段）,暂无人员伤亡,绵阳南站至科学城站入口广元方向封闭,上行,-32257,-13846,-2610_0,:-32257_0_0,,,"225,236,243,244",,"【交通事故首报】2025/8/2 1:10:57,接姚娟报：京昆高速绵广段绵阳至广元方向K1662+875发生一起两车追尾事故，占用第一车道,应急车道，目前无人员伤亡，已通知高速交警,执法,路维到场处置绵阳南站至科学城站入口广元方向封闭,该事件为未达4级事件。",
